Name,ISIN,Ticker,Morningstar Fair Value Status,Morningstar Rating Overall,Price/Fair Value,Morningstar Fair Value Per Share,Fair Value Uncertainty,Consider Buying,Consider Selling,Economic Moat,Business Risk Pillar,Moat Trend,Morningstar Credit Rating,Moat Source - Cost Advantage,Moat Source - Efficient Scale,Moat Source - Intangible Assets,Moat Source - Network Effect,Moat Source - Switch Cost,Quantitative Fair Value Estimate Base Currency,Quantitative Valuation,Quantitative Valuation Score,Quantitative Valuation Uncertainty,Quantitative Valuation Uncertainty Score,Quantitative Financial Health,Quantitative Financial Health Score,Quantitative Moat,Quantitative Moat Score,Payout Ratio TTM,Div Growth % 1 Yr (FY 1),Div Growth % 3 Yr (FY 1),Div Growth % 5 Yr (FY 1),Div Growth % 10 Yr (FY 1),Dividend Yield % TTM,Market Cap (mil) (Daily) Base Currency,Equity Style Box (Long),Daily Closing Price 2021-06-16 Base Currency,Return (Day to Day) 2021-05-17 to 2021-06-16 Base Currency,Price 52 Wk High Base Currency,Price 52 Wk Low Base Currency,Beta 3 Yr (Mo-End),Beta 5 Yr (Mo-End),EBT Margin % 1 Yr - FY1,ROIC (TTM),Rev Growth % 1 Yr (FY 1),Rev Growth % 3 Yr (FY 1),Rev Growth % 5 Yr (FY 1),FCF Growth % 1 Yr - FY1,FCF Growth % 3 Yr - FY1,CFO Growth % 3 Yr - FY1,Book Value per Share Growth % 3 Yr,Financial Health Grade,P/E Ratio (TTM) (Long),P/E Ratio 5 Yr Avg,PEG Ratio,Earnings Yield % TTM,Sector,Industry,GICS Sector,GICS Industry,GICS Sub-Industry,SecId,Company Id,Exchange Country,Ticker,ROIC % (TTM),ROIC % FY 1,ROIC % 1 Yr Year2008,ROIC % 1 Yr Year2009,ROIC % 1 Yr Year2010,ROIC % 1 Yr Year2011,ROIC % 1 Yr Year2012,ROIC % 1 Yr Year2013,ROIC % 1 Yr Year2014,ROIC % 1 Yr Year2015,ROIC % 1 Yr Year2016,ROIC % 1 Yr Year2017,Return on Equity TTM 2021-05,ROE % FY 1,ROE % FY 2,ROE % FY 3,ROE % FY 4,ROE % FY 5,ROE % FY 6,ROE % FY 7,ROE % FY 8,ROE % FY 9,ROE % FY 10,Probability of Default,Sustainalytics Rating Date,Sustainalytics Peer Group Name,Sustainalytics ESG Risk Classification,Sustainalytics ESG Risk Score,ESG Risk Rating Assessment,Notable Material ESG Issue 1,Notable Material ESG Issue 2,Notable Material ESG Issue 3,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics Environmental Risk Score,Sustainalytics Social Risk Score,Sustainalytics Governance Risk Score,Company Controversy Level Descriptor,Company Highest Controversy Level,Company Highest Controversy Topics,,,
Maxim Integrated Products Inc,US57772K1016,MXIM,Active,2,1.24,83.00,High,49.80,128.65,Wide,,Stable,,No,No,Yes,No,Yes,83.01,Overvalued,0.81,Low,0.09,Strong,0.76,Wide,1.00,0.33,4.35,13.30,11.38,9.15,0.94,"27,531.43",Mid Growth,102.59,10.49,104.50,58.61,1.16,1.20,30.94,27.12,-5.31,-1.54,-1.02,-7.47,0.53,1.16,-7.25,A,35.30,34.03,2.62,2.82,Technology,Semiconductors,Information Technology,,,0P000003I0,0C0000089I,United States,MXIM,27.12,24.05,10.12,0.36,4.51,17.90,12.97,16.38,11.01,6.14,7.58,17.40,41.43,37.38,43.83,22.61,26.52,10.34,8.73,14.37,18.03,15.32,20.11,0.00,5/8/2021,Semiconductor Design and Manufacturing,Medium,21.92,3,Human Capital,Business Ethics,Resource Use,48.65,26.73,7.50,7.92,6.50,None,0,,,,
McCormick & Co Inc,US5797802064,MKC,Active,1,1.51,58.00,Low,46.40,72.50,Wide,,Stable,,Yes,No,Yes,No,No,70.64,Overvalued,0.81,High,0.17,Moderate,0.70,Wide,1.00,0.45,8.77,9.67,9.16,9.08,1.48,"23,388.24",Mid Blend,87.57,-2.22,105.54,82.03,0.46,0.46,15.74,9.79,4.75,5.80,5.45,5.55,8.84,8.50,14.61,A,31.36,27.57,4.59,3.24,Consumer Defensive,Packaged Foods,Consumer Staples,,,0P000003IF,0C000008A0,United States,MKC,9.79,10.24,14.41,14.53,17.47,15.83,15.69,14.22,15.20,14.35,16.74,10.30,19.83,20.28,21.25,32.57,22.81,28.65,23.20,23.51,21.52,24.83,24.49,0.00,5/8/2021,Packaged Foods,Medium,28.43,3,Product Governance,E&S Impact of Products and Services,Carbon - Own Operations,50.65,22.22,8.97,14.14,5.33,Moderate,2,Yes,,,
Medtronic PLC,IE00BTN1Y115,MDT,Active,3,0.97,129.00,Medium,90.30,174.15,Wide,,Stable,,No,No,Yes,No,No,119.48,Fairly Valued,0.96,Medium,0.10,Strong,0.72,Wide,1.00,0.87,8.00,7.89,12.10,10.17,1.86,"168,201.99",Large Blend,125.02,-0.20,132.30,87.68,0.79,0.79,,4.37,-5.38,-0.90,7.37,,,,1.05,A,47.59,33.90,2.32,2.13,Healthcare,Medical Devices,Health Care,,,0P000003JU,0C000008BI,United States,MDT,4.37,7.40,12.08,11.58,14.92,13.32,13.97,12.58,10.41,4.79,5.04,5.98,5.64,9.50,9.19,6.15,7.88,6.72,7.36,16.08,19.38,21.87,20.24,0.00,5/8/2021,Medical Devices,Medium,23.48,3,Product Governance,Human Capital,Access to Basic Services,48.70,24.36,2.57,14.03,7.73,Significant,3,Yes,,,
Merck & Co Inc,US58933Y1055,MRK,Active,4,0.82,94.00,Medium,65.80,126.90,Wide,,Stable,,No,No,Yes,No,No,79.20,Fairly Valued,1.03,High,0.21,Strong,0.73,Wide,1.00,0.91,9.73,9.48,6.50,5.02,3.34,"193,980.99",Large Value,76.61,1.31,83.72,15.32,0.35,0.40,18.32,13.66,2.46,6.15,3.97,-44.13,6.87,16.70,-7.72,A,27.40,42.50,1.59,3.62,Healthcare,Drug Manufacturers - General,Health Care,,,0P000003KE,0C000008C5,United States,MRK,13.66,14.06,30.68,25.83,1.71,9.34,8.94,6.52,16.90,6.74,6.22,4.23,26.44,27.59,37.42,20.38,6.43,9.25,9.52,24.22,8.57,11.47,11.49,0.00,5/8/2021,Pharmaceuticals,Medium,22.98,3,Product Governance,Human Capital,Access to Basic Services,50.65,27.67,0.90,11.31,10.78,Significant,3,Yes,,,
Metro Inc,CA59162N1096,MRU,Active,3,1.03,57.00,Medium,39.90,76.95,None,,Stable,,No,No,No,No,No,59.07,Fairly Valued,1.00,Low,0.09,Strong,0.70,None,0.16,0.28,12.18,11.72,14.22,15.02,1.62,"14,464.03",Large Blend,58.81,1.68,66.25,52.63,-0.19,-0.13,6.02,8.54,7.34,10.96,8.04,141.88,43.31,28.41,24.18,A,17.60,16.70,,5.59,Consumer Defensive,Grocery Stores,Consumer Staples,,,0P00005RPL,0C00000I8W,Canada,MRU,8.54,9.18,9.68,12.23,12.82,12.44,14.80,20.96,13.40,14.56,15.92,15.38,13.29,13.15,12.27,40.13,21.16,21.47,19.06,16.36,26.08,19.54,16.65,0.00,5/8/2021,Food Retail,Low,19.66,4,Carbon - Own Operations,Business Ethics,E&S Impact of Products and Services,33.55,13.89,5.69,8.38,5.58,Significant,3,Yes,,,
Microchip Technology Inc,US5950171042,MCHP,Active,3,1.02,150.00,Medium,105.00,202.50,Wide,,Stable,,No,No,Yes,No,Yes,137.55,Overvalued,0.90,Medium,0.13,Moderate,0.55,Wide,1.00,1.16,1.98,1.02,0.84,0.84,1.01,"41,683.45",Large Blend,152.39,5.04,166.67,95.53,1.71,1.67,,3.80,3.11,10.96,20.14,23.55,14.57,10.52,11.82,B,121.67,132.16,1.65,0.85,Technology,Semiconductors,Information Technology,,,0P000003M7,0C000008DZ,United States,MCHP,3.80,3.80,11.15,11.08,11.33,21.49,15.59,5.65,13.95,11.67,9.24,4.61,6.40,6.40,10.50,8.31,7.80,6.07,15.45,17.66,19.43,6.49,17.71,0.00,5/8/2021,Semiconductor Design and Manufacturing,High,31.50,2,Human Capital,Resource Use,Product Governance,52.40,20.90,13.91,9.13,8.46,Low,1,Yes,,,
Microsoft Corp,US5949181045,MSFT,Active,3,0.93,278.00,Medium,194.60,375.30,Wide,,Stable,,Yes,No,No,Yes,Yes,250.90,Fairly Valued,0.97,High,0.26,Strong,0.79,Wide,1.00,0.29,10.56,9.16,10.46,14.36,0.85,"1,938,476.66",Large Growth,257.38,3.96,263.19,191.46,0.77,0.79,37.08,29.80,13.65,13.98,8.85,18.23,12.97,15.38,11.15,A,34.02,36.43,2.51,2.85,Technology,Software - Infrastructure,Information Technology,,,0P000003MH,0C000008EC,United States,MSFT,29.80,25.11,52.71,32.17,38.75,38.95,23.25,25.70,21.79,11.16,17.88,17.97,44.99,40.14,42.41,19.45,31.92,27.01,14.36,26.17,30.09,27.51,44.84,0.00,5/8/2021,Enterprise and Infrastructure Software,Low,14.63,4,Data Privacy and Security,Human Capital,Business Ethics,32.25,17.62,0.42,9.37,4.83,Significant,3,Yes,,,
Mid-America Apartment Communities Inc,US59522J1034,MAA,,,,,,,,None,,,,,,,,,143.34,Overvalued,0.84,Medium,0.13,Moderate,0.69,None,0.36,1.77,4.17,4.75,5.37,4.98,2.39,"19,424.97",Mid Blend,169.67,8.24,172.33,108.06,0.69,0.66,15.84,3.97,2.25,3.15,9.98,-17.00,7.80,7.63,-2.73,B,70.48,40.60,,1.34,Real Estate,REIT - Residential,Real Estate,,,0P000003MO,0C000008EK,United States,MAA,3.97,3.97,3.37,3.43,2.75,4.70,6.53,4.26,4.20,7.07,3.93,4.39,4.43,4.20,5.72,3.51,5.09,4.50,11.27,5.06,5.97,12.88,7.89,0.00,5/8/2021,REITs,Low,18.79,4,ESG Integration - Financials,Product Governance,Human Capital,27.05,8.26,6.03,7.12,5.64,Low,1,Yes,,,
Moody's Corporation,US6153691059,MCO,Active,2,1.22,284.00,Medium,198.80,383.40,Wide,,Stable,,No,No,Yes,Yes,Yes,284.23,Overvalued,0.82,Low,0.08,Strong,0.73,Wide,1.00,0.21,12.00,13.80,10.49,18.22,0.68,"64,939.68",Large Growth,346.90,4.05,353.70,253.17,1.15,1.17,41.50,25.77,11.22,8.51,9.04,27.21,45.45,41.65,,A,31.28,34.60,2.93,3.09,Financial Services,Financial Data & Stock Exchanges,Financials,,,0P000003P7,0C000008H5,United States,MCO,25.77,25.41,,,,,46.86,39.20,44.56,,,,155.13,163.04,265.55,"1,995.43",,,,"1,325.34",222.79,638.30,,0.00,5/8/2021,Financial Exchanges and Data Services,Low,11.57,4,Data Privacy and Security,Human Capital,ESG Integration - Financials,30.25,18.68,0.03,5.87,5.67,Moderate,2,Yes,,,
Morguard North American Residential Real Estate Investment Trust,CA61761E1007,MRG.UN,,,,,,,,,,,,,,,,,18.44,Undervalued,1.09,High,0.31,Moderate,0.60,None,0.38,0.26,2.49,2.84,3.12,,4.13,661.97,Small Value,16.96,4.93,17.23,13.55,1.03,1.06,66.15,5.40,1.26,3.16,4.62,-19.77,-5.54,-5.54,10.43,B,6.13,8.52,,15.97,Real Estate,REIT - Residential,Real Estate,,,0P0000W2VS,0C00009B0V,Canada,MRG.UN,5.40,8.72,,,,16.60,29.36,8.47,5.07,4.61,3.86,10.02,8.22,14.56,7.13,18.79,21.87,4.47,6.37,7.12,12.72,61.12,36.31,0.00,5/8/2021,REITs,Medium,22.16,3,,,,26.00,3.84,,,,None,0,,,,
LifeWorks Inc,CA53227W1059,LWRK,,,,,,,,,,,,,,,,,28.05,Overvalued,0.87,High,0.17,Moderate,0.70,Narrow,0.94,2.05,0.00,0.00,0.00,-1.90,2.41,"2,229.99",Mid Blend,32.42,2.99,34.83,26.22,0.79,0.73,7.19,3.37,10.16,16.14,11.53,104.79,20.23,25.65,13.01,B,88.16,73.47,,1.17,Technology,Software - Application,Industrials,,,0P0000830W,0C00000PN7,Canada,LWRK,3.37,6.10,4.13,3.80,5.34,6.07,5.10,3.46,5.68,4.12,5.61,6.62,4.00,8.77,3.10,4.53,9.24,7.94,5.34,7.82,3.11,5.98,7.46,0.00,5/8/2021,HR Services,Low,11.21,4,Human Capital,Data Privacy and Security,,21.60,10.39,0.12,7.80,3.28,None,0,,,,
Motorola Solutions Inc,US6200763075,MSI,Active,3,1.11,189.00,Medium,132.30,255.15,Narrow,,Stable,,No,No,Yes,No,Yes,174.24,Overvalued,0.83,Low,0.09,Strong,0.71,Wide,0.99,0.47,11.91,10.87,12.96,,1.32,"35,579.31",Mid Blend,209.70,4.22,213.71,127.58,0.78,0.76,15.83,,-6.00,5.13,5.42,-11.37,7.65,6.22,,A,35.77,26.95,1.96,2.74,Technology,Communication Equipment,Information Technology,,,0P000003PN,0C000008HL,United States,MSI,,,-25.55,0.29,5.24,11.81,15.68,21.41,22.43,14.09,,,,,,,,,46.41,40.63,31.74,20.78,14.39,0.00,5/8/2021,Communications Equipment,Low,14.43,4,Human Capital,Business Ethics,Data Privacy and Security,34.00,19.57,1.97,7.18,5.30,Significant,3,Yes,,,
Nasdaq Inc,US6311031081,NDAQ,Active,2,1.32,134.00,Medium,93.80,180.90,Narrow,,Stable,,No,No,Yes,No,Yes,148.16,Overvalued,0.84,Low,0.10,Moderate,0.69,Wide,0.99,0.32,4.86,9.94,16.60,,1.13,"29,101.95",Mid Blend,177.35,8.25,178.38,114.66,0.86,0.84,21.54,9.79,32.03,12.54,10.58,27.27,11.62,11.26,4.19,B,27.23,34.87,3.67,3.47,Financial Services,Financial Data & Stock Exchanges,Financials,,,0P000003RU,0C000008J5,United States,NDAQ,9.79,9.39,7.52,4.71,6.58,6.50,5.71,5.55,5.77,6.19,2.41,8.53,17.53,15.46,13.96,8.09,12.89,1.92,7.51,6.91,6.76,6.91,7.98,0.00,5/8/2021,Financial Exchanges and Data Services,,,#N/A,,,,31.00,16.06,1.55,6.73,6.67,Moderate,2,Yes,,,
National Retail Properties Inc,US6374171063,NNN,,,,,,,,,,,,,,,,,44.44,Overvalued,0.93,Low,0.08,Moderate,0.56,None,0.13,1.77,1.97,3.63,3.90,3.20,4.33,"8,429.62",Mid Value,48.01,6.38,50.33,31.41,0.90,0.83,34.63,3.88,-1.46,4.14,6.47,-10.27,2.22,2.22,2.78,B,39.62,34.09,,2.44,Real Estate,REIT - Retail,Real Estate,,,0P000001DX,0C00000AN8,United States,NNN,3.88,4.34,6.30,3.56,5.16,4.46,5.08,5.86,5.27,5.50,5.13,5.03,5.10,5.28,6.86,7.65,6.98,6.95,6.13,6.56,6.25,6.16,5.08,0.00,5/8/2021,REITs,Low,18.78,4,ESG Integration - Financials,Product Governance,Human Capital,27.10,8.32,7.07,6.53,5.17,None,0,,,,
NextEra Energy Inc,US65339F1012,NEE,Active,3,0.98,75.00,Low,60.00,93.75,Narrow,,Stable,,No,Yes,No,No,No,71.81,Fairly Valued,0.98,Low,0.09,Moderate,0.64,Wide,0.99,0.68,12.00,12.53,12.70,10.84,2.01,"143,773.92",Large Blend,73.30,0.78,87.69,58.44,0.20,0.17,13.41,4.33,-6.29,1.57,0.58,,-40.30,7.32,7.52,B,34.70,22.62,3.08,2.88,Utilities,Utilities - Regulated Electric,Utilities,,,0P0000022S,0C000007R2,United States,NEE,4.33,5.84,8.35,7.44,7.91,7.30,6.42,5.83,6.87,7.00,6.70,10.58,11.29,7.94,10.59,21.28,20.47,12.39,12.95,12.99,11.19,12.32,13.08,0.00,5/8/2021,Electric Utilities,Medium,29.07,3,Carbon - Own Operations,"Emissions, Effluents and Waste",Community Relations,59.20,30.13,14.73,8.78,5.57,Moderate,2,Yes,,,
Nike Inc,US6541061031,NKE,Active,2,1.11,118.00,Medium,82.60,159.30,Wide,,Stable,,No,No,Yes,No,No,107.95,Overvalued,0.83,Medium,0.13,Strong,0.74,Wide,1.00,0.49,11.05,10.91,12.08,13.68,0.82,"206,027.71",Large Growth,130.40,-3.87,147.95,93.57,0.81,0.85,,16.94,-4.38,2.88,4.10,,,,-11.86,A,64.07,39.80,1.57,1.63,Consumer Cyclical,Footwear & Accessories,Consumer Discretionary,,,0P000003X1,0C00000BUB,United States,NKE,16.94,15.12,23.52,16.56,19.21,20.46,20.79,21.30,21.86,25.02,26.61,27.80,32.69,29.70,42.74,17.40,34.38,30.12,27.82,24.59,23.04,21.87,21.77,0.00,5/8/2021,Footwear,Low,15.34,4,Human Capital,Human Rights - Supply Chain,E&S Impact of Products and Services,25.85,10.51,2.29,5.77,7.28,Significant,3,Yes,,,
NiSource Inc,US65473P1057,NI,Active,4,0.91,28.50,Low,22.80,35.63,Narrow,,Stable,,No,Yes,No,No,No,25.75,Fairly Valued,1.00,Low,0.09,Moderate,0.60,Narrow,0.93,2.30,5.00,6.27,0.24,-0.91,3.33,"10,123.12",Mid Value,25.81,0.23,26.60,21.09,0.33,0.31,-0.67,2.77,-10.12,-1.34,0.13,,,14.15,-1.00,B,68.92,38.06,3.18,1.43,Utilities,Utilities - Regulated Gas,Utilities,,,0P000003WW,0C00000BUF,United States,NI,2.77,1.23,2.71,3.89,4.59,4.26,5.09,5.39,4.82,3.74,4.84,2.66,2.97,-1.46,6.57,-1.43,3.06,8.38,5.72,8.79,9.30,7.89,6.05,0.00,5/8/2021,Multi-Utilities,High,31.52,2,Carbon - Own Operations,"Emissions, Effluents and Waste",Community Relations,71.30,39.77,14.44,10.52,6.58,Significant,3,Yes,,,
Norfolk Southern Corp,US6558441084,NSC,Active,2,1.26,216.00,Medium,151.20,291.60,Wide,,Stable,,Yes,Yes,No,No,No,226.94,Overvalued,0.84,Low,0.09,Moderate,0.69,Wide,1.00,0.42,4.44,15.50,9.76,10.38,1.42,"67,915.41",Large Blend,271.40,-6.36,295.14,166.00,1.29,1.30,25.85,10.27,-13.34,-2.47,-1.41,14.42,11.89,3.79,0.63,B,31.11,17.33,2.06,3.33,Industrials,Railroads,Industrials,,,0P000003XQ,0C00000BV3,United States,NSC,10.27,8.98,12.31,7.88,10.12,12.54,11.45,11.45,11.13,8.68,9.03,23.48,15.59,13.41,17.79,16.77,37.54,13.52,12.60,16.83,18.08,17.69,18.53,0.00,5/8/2021,Rail Transport,Medium,24.42,3,Product Governance,Occupational Health and Safety,Carbon - Own Operations,38.45,14.06,8.61,12.37,3.41,Moderate,2,Yes,,,
Northland Power Inc,CA6665111002,NPI,,,,,,,,,,,,,,,,,37.15,Overvalued,0.89,Medium,0.15,Moderate,0.59,Narrow,0.96,1.02,0.00,6.27,2.13,1.06,2.88,"9,394.57",Mid Blend,41.73,9.05,51.45,31.78,0.39,0.44,29.12,5.25,24.21,14.40,23.13,138.89,220.63,15.89,18.52,B,34.40,19.15,,2.83,Utilities,Utilities - Renewable,Utilities,,,0P000080HO,0C00000PMW,Canada,NPI,5.25,7.12,12.76,4.56,-19.89,-3.86,0.87,9.04,-1.25,1.66,4.65,5.48,19.52,33.03,38.31,35.64,22.07,15.69,-1.85,-20.29,25.98,-4.40,-23.85,0.00,5/8/2021,Independent Power Production and Traders,High,35.79,2,"Emissions, Effluents and Waste",Resource Use,Carbon - Own Operations,52.50,16.71,17.73,10.73,7.33,None,0,,,,
Northrop Grumman Corp,US6668071029,NOC,Active,2,1.11,334.00,Medium,233.80,450.90,Wide,,Stable,,No,No,Yes,No,Yes,336.56,Overvalued,0.90,Low,0.10,Moderate,0.70,Wide,1.00,0.21,9.88,13.29,12.84,11.91,1.59,"59,911.37",Large Value,372.21,0.59,379.03,282.88,0.86,0.83,10.13,19.60,8.74,12.27,9.36,-4.88,19.63,18.11,15.70,B,13.40,21.08,6.63,7.34,Industrials,Aerospace & Defense,Industrials,,,0P000003YP,0C00000BVX,United States,NOC,19.60,15.06,-5.69,11.45,12.83,14.23,15.29,14.19,15.27,17.59,18.76,18.39,46.11,32.88,26.44,42.16,46.31,37.90,31.20,23.18,19.39,19.93,17.73,0.00,5/8/2021,Aerospace and Defence,High,30.46,2,Product Governance,Data Privacy and Security,Business Ethics,54.95,24.49,8.74,16.95,4.76,Significant,3,Yes,,,
Northview Apartment Real Estate Investment Trust,CA6671851021,NVU.UN,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.00,0.00,0.51,0.97,4.50,,Mid Blend,,,36.70,25.15,0.42,0.48,61.64,6.06,7.86,5.70,15.88,,,,9.63,,12.52,29.25,,7.96,Real Estate,REIT - Residential,Real Estate,,,0P000080HN,0C00000PMX,Canada,NVU.UN,6.06,7.35,5.79,5.39,0.14,9.79,8.34,7.90,6.42,2.93,4.84,8.24,,12.95,19.61,17.22,7.03,3.37,8.96,10.89,11.19,13.44,-5.51,,5/8/2021,REITs,,,#N/A,,,,,,,,,,,,,,
Nucor Corp,US6703461052,NUE,,,,,,,,None,,,,,,,,,84.55,Overvalued,0.85,High,0.16,Moderate,0.61,None,0.29,0.30,0.62,2.16,1.56,1.12,1.62,"29,906.24",Mid Value,99.94,-2.51,110.97,38.51,1.34,1.38,4.15,11.31,-10.84,-0.19,4.14,-13.40,23.88,36.72,9.10,B,19.02,20.02,,5.39,Basic Materials,Steel,Materials,,,0P000003ZV,0C00000BX6,United States,NUE,11.31,5.37,20.37,-1.90,2.29,7.68,5.34,5.09,6.49,1.80,7.56,11.72,15.12,6.78,12.55,25.38,15.82,10.34,1.04,8.78,6.36,6.65,10.63,0.00,5/8/2021,Steel,High,36.45,2,Occupational Health and Safety,Carbon - Own Operations,"Emissions, Effluents and Waste",53.45,17.00,10.88,16.02,9.55,Moderate,2,Yes,,,
NVIDIA Corp,US67066G1040,NVDA,Active,2,1.30,550.00,Very High,275.00,962.50,Wide,,Positive,,Yes,No,Yes,No,No,543.56,Overvalued,0.76,High,0.19,Moderate,0.64,Wide,1.00,0.08,0.00,3.94,10.16,,0.09,"443,831.43",Large Growth,712.41,25.07,721.58,353.55,1.26,1.37,,23.32,52.73,19.74,27.19,9.88,17.29,18.46,30.26,A,76.81,47.73,3.24,1.19,Technology,Semiconductors,Information Technology,,,0P000003RE,0C00000BXN,United States,NVDA,23.32,22.59,34.49,-2.36,-3.30,8.09,15.38,12.17,8.13,11.09,9.34,22.95,33.43,29.78,25.95,49.26,46.05,32.57,13.82,14.22,9.48,12.54,15.86,0.00,5/8/2021,Semiconductor Design and Manufacturing,Low,12.60,4,Business Ethics,Human Capital,Product Governance,30.90,17.63,2.33,4.15,6.78,Moderate,2,Yes,,,
OGE Energy Corp,US6708371033,OGE,Active,3,0.97,36.00,Medium,25.20,48.60,None,,Stable,,No,No,No,No,No,34.03,Fairly Valued,0.98,Low,0.07,Moderate,0.61,None,0.24,0.85,5.56,18.63,8.31,7.91,4.59,"6,962.05",Mid Value,34.78,1.10,35.46,28.25,0.69,0.66,-14.19,6.35,-4.90,-2.09,-0.69,35.43,,-3.14,-2.00,C,18.65,18.30,,5.32,Utilities,Utilities - Regulated Electric,Utilities,,,0P0000040K,0C00000BYS,United States,OGE,6.35,-0.79,8.10,7.85,8.30,8.49,8.20,8.36,8.34,6.26,7.06,10.58,10.36,-4.47,10.65,10.83,16.97,9.99,8.26,12.60,13.36,13.32,14.13,0.00,5/8/2021,Electric Utilities,Severe,42.14,1,Carbon - Own Operations,"Emissions, Effluents and Waste",Community Relations,63.95,21.81,24.73,12.47,4.93,Low,1,Yes,,,
ONEOK Inc,US6826801036,OKE,Active,2,1.30,44.00,High,26.40,68.20,Narrow,,Stable,,No,Yes,No,No,No,50.74,Overvalued,0.89,High,0.16,Moderate,0.46,Narrow,0.97,1.43,5.95,11.20,9.01,15.18,6.56,"25,404.50",Mid Value,57.02,4.91,57.19,23.28,2.15,2.02,9.39,8.52,-15.96,-11.14,1.93,,,13.02,-1.52,C,20.13,29.25,1.58,4.59,Energy,Oil & Gas Midstream,Energy,,,0P0000042P,0C00000BZX,United States,OKE,8.52,5.88,6.65,6.35,7.24,7.70,6.28,4.74,6.21,6.10,7.57,5.58,19.55,9.97,19.95,19.01,13.54,134.23,52.80,21.44,11.93,16.51,15.39,0.00,5/8/2021,Oil & Gas Storage and Transportation,Medium,25.36,3,Community Relations,Carbon - Own Operations,Occupational Health and Safety,45.55,20.19,13.83,8.13,3.40,Low,1,Yes,,,
Onex Corp,CA68272K1030,ONEX,,,,,,,,,,,,,,,,,92.41,Undervalued,1.06,High,0.33,Moderate,0.62,None,0.58,0.01,32.50,30.35,15.70,13.36,0.46,"7,846.47",Mid Blend,87.10,0.37,89.57,56.12,1.58,1.48,64.15,20.07,3.27,-63.16,-43.45,-17.53,-31.12,-41.16,41.19,A,3.27,9.93,,31.05,Financial Services,Asset Management,Financials,,,0P00005RP0,0C00000I7F,Canada,ONEX,20.07,6.47,0.83,5.57,0.76,21.70,2.70,2.28,2.95,-0.16,,13.20,31.65,10.26,89.62,-24.31,200.08,,-178.23,-11.73,-25.46,-7.53,118.87,0.00,5/8/2021,Asset Management and Custody Services,Medium,26.22,3,Product Governance,Human Capital,Business Ethics,40.95,14.73,1.15,13.09,11.97,Low,1,Yes,,,
Oracle Corp,US68389X1054,ORCL,Active,2,1.19,65.00,Medium,45.50,87.75,Narrow,,Negative,,No,No,No,No,Yes,68.23,Overvalued,0.89,Medium,0.12,Moderate,0.68,Wide,1.00,0.23,18.52,14.47,13.49,16.98,1.35,"222,262.88",Large Blend,77.08,-2.29,85.03,51.32,0.76,0.79,,19.66,-1.11,1.11,0.44,,,,-32.88,B,18.88,25.52,1.70,5.90,Technology,Software - Infrastructure,Information Technology,,,0P0000043L,0C00000C0U,United States,ORCL,19.66,14.07,19.73,16.79,16.35,17.85,17.94,18.89,16.92,13.06,10.59,10.11,110.91,59.87,32.52,7.16,18.69,18.55,20.80,23.94,24.74,23.92,24.22,0.00,5/8/2021,Enterprise and Infrastructure Software,Low,18.18,4,Data Privacy and Security,Human Capital,Business Ethics,33.25,15.07,0.43,11.18,6.57,Significant,3,Yes,,,
PACCAR Inc,US6937181088,PCAR,Active,3,0.94,97.00,Medium,67.90,130.95,Narrow,,Stable,,No,No,Yes,No,No,87.29,Fairly Valued,0.96,Low,0.09,Moderate,0.66,Narrow,0.98,0.32,0.00,8.94,6.83,12.62,1.42,"31,716.21",Mid Blend,91.36,-3.49,103.19,71.61,0.94,1.01,8.85,6.50,-26.84,-1.26,-0.41,51.64,15.77,3.23,9.42,B,22.61,17.96,1.05,4.43,Industrials,Farm & Heavy Construction Machinery,Industrials,,,0P00000459,0C00000C2J,United States,PCAR,6.50,5.96,6.47,0.05,4.20,9.20,8.63,8.14,9.05,10.51,3.39,10.41,13.85,12.92,26.10,26.38,22.59,7.61,23.43,20.30,18.77,19.83,19.44,0.00,5/8/2021,Heavy Machinery and Trucks,Medium,28.14,3,Business Ethics,Carbon - Products and Services,Product Governance,47.35,18.97,8.30,11.28,8.80,Significant,3,Yes,,,
Packaging Corp of America,US6951561090,PKG,Under Review,,,,High,,,None,,Negative,,No,No,No,No,No,122.85,Overvalued,0.89,Low,0.09,Moderate,0.69,None,0.41,0.70,6.65,10.17,8.90,18.84,2.73,"13,168.08",Mid Value,138.62,-9.49,156.54,92.02,0.91,0.90,9.50,9.26,-4.40,1.09,3.01,-24.30,6.03,6.45,13.95,B,29.15,16.19,,3.68,Consumer Cyclical,Packaging & Containers,Materials,,,0P00000479,0C00000C33,United States,PKG,9.26,8.92,9.68,18.06,13.85,10.26,11.33,16.76,11.33,12.42,12.10,16.11,14.88,14.48,24.07,30.17,33.63,26.24,27.36,26.88,37.94,16.88,16.31,0.00,5/8/2021,Paper Packaging,Low,14.05,4,"Emissions, Effluents and Waste",Carbon - Own Operations,Resource Use,30.65,16.60,8.89,1.41,3.75,Moderate,2,Yes,,,
